chr1	180953812	180962561	-	STX6	8749	5
chr1	227192694	227204751	-	CDC42BPA	12057	1
chr18	54423813	54426184	+	WDR7	2371	3
chr3	31917924	31921322	-	OSBPL10	3398	6
chr5	167927595	167929110	+	RARS	1515	6
chr20	60861638	60864386	+	OSBPL2	2748	1
chr1	24840803	24841057	+	RCAN3	254	9
chr6	155095122	155116273	+	SCAF8	21151	4
chr2	122363276	122363756	-	CLASP1	480	8
chr3	47960208	47963368	-	MAP4	3160	13
chr7	152007050	152012423	-	MLL3	5373	3
chr9	130947825	130950213	-	CIZ1	2388	2
chr12	64456696	64509673	+	SRGAP1	52977	18
chr2	203818727	203820481	+	ALS2CR8	1754	7
chr12	66620502	66622150	+	IRAK3	1648	4
chr1	213302869	213349835	+	RPS6KC1	46966	7
chr6	155108994	155114110	+	SCAF8	5116	4
chr9	96097655	96098258	-	C9orf129	603	12
chr16	31191430	31193985	+	FUS	2555	6
chr10	93185037	93221941	+	HECTD2	36904	1
chr2	61712902	61717911	-	XPO1	5009	5
chr1	21599191	21599404	-	ECE1	213	6
chr12	109052513	109055934	-	CORO1C	3421	5
chr11	74521228	74528759	+	RNF169	7531	10
chr6	139264649	139265759	-	REPS1	1110	2
chrY	15021270	15024974	+	DDX3Y	3704	1
chr16	28157414	28167848	-	XPO6	10434	1
chr13	114817526	114839312	-	RASA3	21786	1
chr17	80521229	80529746	+	FOXK2	8517	8
chr11	119002244	119003929	+	HINFP	1685	2
chr5	70888752	70900295	+	MCCC2	11543	1
chr10	128859931	128908618	+	DOCK1	48687	5
chr7	129311268	129330386	+	NRF1	19118	4
chr4	140046317	140060630	-	ELF2	14313	3
chr2	236706402	236715975	+	AGAP1	9573	3
chr4	177632652	177650900	-	VEGFC	18248	12
chr14	73614502	73640415	+	PSEN1	25913	2
chr12	111855922	111856681	+	SH2B3	759	5
chr6	26240653	26241021	+	HIST1H4F	368	10
chr3	51474985	51477919	-	VPRBP	2934	2
chr7	140402665	140404763	+	NDUFB2	2098	9
chr1	9991948	9994918	-	LZIC	2970	3
chr21	48063446	48064400	+	PRMT2	954	9
chr11	70200406	70202360	+	PPFIA1	1954	4
chr1	21091869	21100103	-	HP1BP3	8234	10
chr5	148590288	148612863	+	ABLIM3	22575	5
chr8	107691437	107696587	+	OXR1	5150	5
chr17	77073511	77077155	+	ENGASE	3644	8
chr9	115030328	115060196	-	PTBP3	29868	1
chr22	28269725	28307097	-	PITPNB	37372	11
chr3	47098310	47108608	-	SETD2	10298	8
chr17	30315338	30315516	+	SUZ12	178	6
chr18	56363597	56367823	+	MALT1	4226	5
chr12	102291640	102302141	+	DRAM1	10501	2
chr13	98865473	98865667	+	FARP1	194	12
chr8	131370262	131374017	-	ASAP1	3755	5
chr8	141799572	141900868	-	PTK2	101296	7
chr15	43242459	43258484	-	UBR1	16025	4
chr5	77805606	77806221	-	LHFPL2	615	4
chr8	42914234	42919358	+	FNTA	5124	9
chr16	27760904	27763245	+	KIAA0556	2341	3
chr21	17135209	17138460	+	USP25	3251	6
chr2	201283972	201284219	+	SPATS2L	247	7
chr5	72354259	72373320	+	FCHO2	19061	2
chr19	6742977	6743847	+	TRIP10	870	12
chr1	246021797	246093239	-	SMYD3	71442	6
chr14	31814292	31817113	-	HEATR5A	2821	5
chr12	51207792	51208222	+	ATF1	430	2
chr10	1149541	1151207	+	WDR37	1666	11
chr3	197592982	197598456	+	LRCH3	5474	12
chr17	80858526	80867183	+	TBCD	8657	3
chr7	139415730	139416814	-	HIPK2	1084	9
chrX	77270158	77275895	+	ATP7A	5737	12
chr10	1125950	1126416	+	WDR37	466	2
chr5	76745584	76785397	-	WDR41	39813	4
chr17	65162593	65163912	-	HELZ	1319	1
chr14	104139350	104139768	+	KLC1	418	6
chr22	46085591	46136418	+	ATXN10	50827	1
chr15	91162972	91169225	+	CRTC3	6253	12
chr1	31465236	31479949	-	PUM1	14713	23
chr1	213251037	213290752	+	RPS6KC1	39715	2
chr17	65528917	65574373	+	PITPNC1	45456	7
chr5	56542126	56546968	+	GPBP1	4842	8
chr11	61093082	61097546	-	DDB1	4464	4
chr8	141900641	141900868	-	PTK2	227	3
chr5	5182156	5200382	+	ADAMTS16	18226	8
chr20	2097311	2098061	+	STK35	750	5
chr3	4452548	4461830	-	SUMF1	9282	9
chr11	34991685	35006275	+	PDHX	14590	1
chr6	4891946	4892613	+	CDYL	667	8
chr1	27269150	27269556	+	NUDC	406	4
chr1	8555122	8601377	-	RERE	46255	18
chr8	18430037	18432795	-	PSD3	2758	5
chr2	242572331	242573494	-	THAP4	1163	14
chr7	80418621	80440017	-	SEMA3C	21396	14
chr5	68470703	68471364	+	CCNB1	661	3
chr3	47476497	47484581	-	SCAP	8084	3
chr6	111726672	111737675	-	REV3L	11003	2
chrX	133607388	133627620	+	HPRT1	20232	13
chr17	42231920	42232779	+	C17orf53	859	4
chr1	32560384	32566163	+	TMEM39B	5779	4
chr5	138614015	138614818	+	SNHG4	803	2
chr2	58449076	58459247	-	FANCL	10171	6
chr9	140705912	140712590	+	EHMT1	6678	6
chr1	149804220	149804616	+	HIST2H4A	396	9
chr17	986759	1003975	-	ABR	17216	6
chr6	32939371	32940704	+	BRD2	1333	13
chr5	73136304	73136585	+	ARHGEF28	281	9
chr15	75815461	75819602	-	PTPN9	4141	3
chr17	47388673	47389404	-	ZNF652	731	8
chr2	200213423	200298237	-	SATB2	84814	17
chr1	215342541	215368435	+	KCNK2	25894	13
chr2	33002948	33012216	+	TTC27	9268	9
chr8	62531536	62566219	-	ASPH	34683	11
chr15	50592985	50593565	-	GABPB1	580	8
chr3	57835480	57843886	+	SLMAP	8406	9
chr1	155891165	155891709	-	KIAA0907	544	3
chr4	1902352	1936989	+	WHSC1	34637	3
chr14	100317189	100331983	+	EML1	14794	13
chr17	42161922	42165064	-	HDAC5	3142	8
chr1	51868106	51874004	-	EPS15	5898	19
chr10	1130342	1151207	+	WDR37	20865	9
chr4	186168447	186188309	+	SNX25	19862	4
chr1	170688866	170695542	+	PRRX1	6676	10
chr20	42331129	42331543	+	MYBL2	414	11
chr7	129760588	129762042	+	KLHDC10	1454	7
chr1	200729966	200730226	+	CAMSAP2	260	8
chr5	178579142	178585880	-	ADAMTS2	6738	4
chr16	28177828	28181230	-	XPO6	3402	6
chr6	43023282	43024183	-	MRPL2	901	18
chr18	46284289	46343747	+	CTIF	59458	9
chr1	44713610	44804994	-	ERI3	91384	13
chr3	129304794	129305562	-	PLXND1	768	8
chr10	117849251	117856275	-	GFRA1	7024	2
chr22	43286952	43287188	-	PACSIN2	236	6
chr11	75590922	75623083	+	UVRAG	32161	7
chr1	89236034	89237562	+	PKN2	1528	12
chr16	69279504	69304188	+	SNTB2	24684	6
chr16	1675973	1687908	+	CRAMP1L	11935	6
chr19	3984133	3985461	-	EEF2	1328	1
chr17	76075475	76079247	+	TNRC6C	3772	2
chr12	124846671	124848345	-	NCOR2	1674	6
chr3	47079155	47088111	-	SETD2	8956	12
chr16	48311248	48337216	+	LONP2	25968	14
chr12	54675578	54675725	+	HNRNPA1	147	5
chr4	882634	898567	-	GAK	15933	19
chr11	33581294	33605047	+	KIAA1549L	23753	25
chr14	76638185	76647192	+	GPATCH2L	9007	8
chr15	81187330	81201647	+	KIAA1199	14317	6
chr19	1271327	1272050	+	CIRBP	723	3
chr15	72500961	72501232	-	PKM	271	8
chr12	66597490	66622150	+	IRAK3	24660	15
chr18	21644103	21649235	+	TTC39C	5132	6
chr4	146770473	146770713	-	ZNF827	240	5
chr1	155646338	155649303	-	YY1AP1	2965	8
chr8	42828431	42841938	+	HOOK3	13507	5
chr13	96485180	96489456	-	UGGT2	4276	6
chr1	31810021	31821821	+	ZCCHC17	11800	2
chr13	24796956	24798720	+	SPATA13	1764	8
chr2	45773870	45789895	-	SRBD1	16025	1
chr5	170610170	170632616	+	RANBP17	22446	8
chr1	167734819	167745403	+	MPZL1	10584	9
chr2	24046127	24046439	-	ATAD2B	312	6
chr3	169863210	169896726	-	PHC3	33516	4
chr22	45970390	45972988	+	FBLN1	2598	2
chr19	34712411	34712643	+	LSM14A	232	6
chr20	62407030	62422143	-	ZBTB46	15113	10
chr4	37633006	37640126	-	RELL1	7120	4
chr7	6452441	6456552	-	DAGLB	4111	10
chr9	21476897	21477291	-	MIR31HG	394	7
chr22	38895404	38897285	-	DDX17	1881	5
chr19	47919908	47920607	-	MEIS3	699	10
chr14	51107467	51111732	-	SAV1	4265	2
chr2	200233327	200298237	-	SATB2	64910	6
chr2	65488380	65492309	+	ACTR2	3929	2
chr22	26853824	26854543	-	HPS4	719	1
chr16	18851019	18853776	-	SMG1	2757	13
chr8	23217602	23225947	-	LOXL2	8345	3
chr11	95546095	95546753	+	CEP57	658	3
chr19	33113327	33116872	-	ANKRD27	3545	10
chr12	1136913	1137738	+	ERC1	825	1
chr19	41089303	41089623	+	SHKBP1	320	1
chr11	68571467	68580044	-	CPT1A	8577	1
chr19	47767859	47768203	+	CCDC9	344	2
chr1	33760537	33760906	+	ZNF362	369	11
chr6	27798951	27799305	-	HIST1H4K	354	3
chr9	127064214	127089724	+	NEK6	25510	11
chr6	76412360	76412788	+	SENP6	428	7
chr9	35546426	35548207	+	RUSC2	1781	11
chr16	68308593	68309152	+	SLC7A6	559	5
chr5	60768507	60768864	+	ZSWIM6	357	8
chr8	98817580	98837381	+	LAPTM4B	19801	5
chr9	33953282	33963789	-	UBAP2	10507	10
chr8	145245686	145255444	+	MROH1	9758	13
chr8	37623043	37623873	+	PROSC	830	8
chr3	38224493	38240354	+	OXSR1	15861	7
chr20	60770857	60774313	+	GTPBP5	3456	14
chr2	106761645	106781240	-	UXS1	19595	19
chr22	46096161	46136418	+	ATXN10	40257	10
chr22	21119104	21119981	-	PI4KA	877	2
chr13	42385360	42407667	-	VWA8	22307	3
chr9	103204187	103204638	+	MSANTD3-TMEFF1	451	13
chr4	73950965	73958017	-	ANKRD17	7052	1
chr2	135075099	135076310	+	MGAT5	1211	3
chr2	160025760	160027316	+	TANC1	1556	8
chr19	33106563	33116872	-	ANKRD27	10309	19
chr19	6702137	6702590	-	C3	453	2
chr8	131088593	131104389	-	ASAP1	15796	5
chr2	168920009	168931741	-	STK39	11732	1
chr1	35944566	35944813	-	KIAA0319L	247	10
chr5	140960310	140963182	-	DIAPH1	2872	5
chr2	203329531	203332412	+	BMPR2	2881	1
chr1	167741511	167745403	+	MPZL1	3892	1
chr16	11988810	11991738	-	GSPT1	2928	12
chr11	94532555	94533477	+	AMOTL1	922	9
chr15	39880726	39880900	+	THBS1	174	1
chr12	109046047	109055934	-	CORO1C	9887	10
chr5	167915606	167921655	+	RARS	6049	15
chr6	137015277	137019820	-	MAP3K5	4543	9
chr16	48381417	48382201	+	LONP2	784	8
chr17	4186092	4200109	-	UBE2G1	14017	3
chr7	6472467	6476164	-	DAGLB	3697	8
chr18	74638992	74672811	+	ZNF236	33819	14
chr18	54426095	54448887	+	WDR7	22792	29
chr12	122861935	122865105	-	CLIP1	3170	15
chr1	58971731	59002413	-	OMA1	30682	4
chr11	59426338	59426942	-	PATL1	604	2
chr1	65047838	65068595	+	CACHD1	20757	6
chr2	32602655	32620661	+	BIRC6	18006	2
chr10	126370175	126370948	-	FAM53B	773	4
chr3	145838898	145842016	-	PLOD2	3118	7
chr13	61013821	61041513	+	TDRD3	27692	3
chr16	80718434	80719026	-	CDYL2	592	11
chr1	114483003	114484081	+	HIPK1	1078	11
chr11	128638012	128651918	+	FLI1	13906	6
chr10	76598440	76603236	+	KAT6B	4796	9
chr1	40529898	40530231	+	CAP1	333	11
chr7	44663915	44687358	+	OGDH	23443	7
chr19	3425103	3435205	+	NFIC	10102	6
chr8	18662031	18662408	-	PSD3	377	12
chr20	50342357	50346517	-	ATP9A	4160	10
chr1	204082042	204083733	+	SOX13	1691	6
chr17	65850055	65850878	+	BPTF	823	8
chr1	8601272	8617582	-	RERE	16310	3
chr18	77488906	77496521	+	CTDP1	7615	11
chr15	44907560	44912601	-	SPG11	5041	3
chr19	34921480	34929671	+	UBA2	8191	14
chr17	78896523	78899280	+	RPTOR	2757	1
chr2	72371117	72371342	-	CYP26B1	225	9
chr8	62593526	62596747	-	ASPH	3221	13
chr2	101643844	101650220	-	TBC1D8	6376	7
chr7	90355880	90356126	+	CDK14	246	12
chr7	98513345	98515302	+	TRRAP	1957	9
chr7	5680784	5692141	-	RNF216	11357	7
chr17	78298829	78310178	+	RNF213	11349	10
chr7	140055467	140069482	-	SLC37A3	14015	8
chr3	149563797	149629870	+	RNF13	66073	12
chr7	111575594	111585853	-	DOCK4	10259	10
chr4	143003183	143045913	-	INPP4B	42730	20
chr19	49459454	49464171	+	BAX	4717	9
chr2	174819600	174820960	-	SP3	1360	12
chr3	127429418	127441409	-	MGLL	11991	6
chr11	992502	994245	+	AP2A2	1743	15
chr9	127670655	127674305	-	GOLGA1	3650	2
chr6	157405795	157406039	+	ARID1B	244	10
chr12	3018694	3031568	+	TULP3	12874	5
chr16	85667519	85667738	+	GSE1	219	14
chr4	38091552	38104778	+	TBC1D1	13226	9
chr5	124036706	124036962	-	ZNF608	256	11
chr19	10368897	10369361	+	MRPL4	464	1
chr2	239090705	239092754	-	ILKAP	2049	2
chr14	71511849	71524441	+	PCNX	12592	7
chr19	11289020	11289396	-	KANK2	376	10
chr11	62591637	62595103	-	STX5	3466	18
chr17	27248705	27251320	-	PHF12	2615	4
chr2	144966169	144993304	-	GTDC1	27135	5
chr6	27791902	27792258	+	HIST1H4J	356	2
chr5	80071512	80088663	+	MSH3	17151	1
chr10	35805450	35819171	+	CCNY	13721	6
chr16	47531309	47581459	+	PHKB	50150	6
chr17	78313000	78314156	+	RNF213	1156	4
chr2	172782046	172809519	+	HAT1	27473	9
chr1	233353776	233363117	-	PCNXL2	9341	1
chr8	141874410	141900868	-	PTK2	26458	10
chr4	7870348	7873807	-	AFAP1	3459	2
chr3	31617887	31621588	+	STT3B	3701	13
chr7	27668989	27672064	-	HIBADH	3075	2
chr16	21973780	21987564	+	UQCRC2	13784	12
chr15	38591573	38614610	+	SPRED1	23037	4
chr7	148543561	148544397	-	EZH2	836	6
chr2	206036934	206058044	+	PARD3B	21110	17
chr22	22153300	22162135	-	MAPK1	8835	3
chr4	121675707	121732604	-	PRDM5	56897	3
chr3	120469369	120469847	+	GTF2E1	478	7
chr19	5047486	5082515	+	KDM4B	35029	14
chr6	167435896	167447459	+	FGFR1OP	11563	3
chr8	141549418	141551457	-	AGO2	2039	12
chr13	99109421	99118815	-	STK24	9394	16
chr4	54280781	54294350	+	FIP1L1	13569	8
chr7	92921014	92926555	+	CCDC132	5541	10
chr16	88061088	88066851	+	BANP	5763	11
chr7	23224688	23226765	+	NUPL2	2077	13
chr13	114164552	114175048	+	TMCO3	10496	13
chr20	34317233	34320057	-	RBM39	2824	2
chr17	49091592	49098726	-	SPAG9	7134	3
chr5	10415599	10417516	+	MARCH6	1917	12
chr19	42839186	42839537	+	MEGF8	351	5
chr12	123983090	123984083	-	RILPL1	993	3
chr8	141675015	141684503	-	PTK2	9488	6
chr10	24813251	24817048	+	KIAA1217	3797	9
chr7	140301202	140302342	-	DENND2A	1140	3
chr17	37880978	37882106	+	ERBB2	1128	10
chr3	190321916	190326970	+	IL1RAP	5054	5
chr1	40422758	40424497	+	MFSD2A	1739	13
chr13	95813442	95822882	-	ABCC4	9440	3
chr15	67457232	67459191	+	SMAD3	1959	5
chr2	46203567	46211819	+	PRKCE	8252	12
chr5	92889466	92899169	-	FLJ42709	9703	8
chr6	135621637	135644462	-	AHI1	22825	6
chr19	2078138	2078678	-	MOB3A	540	2
chr11	62406454	62407203	-	GANAB	749	4
chr17	73238416	73239651	-	GGA3	1235	11
chr6	34574331	34614575	-	C6orf106	40244	4
chr11	78176921	78204241	-	NARS2	27320	4
chr12	110819556	110834257	-	ANAPC7	14701	30
chr2	36668400	36706837	+	CRIM1	38437	7
chr8	143412261	143413192	-	TSNARE1	931	11
chr11	12901254	12923660	+	TEAD1	22406	6
chr20	2944917	2945848	+	PTPRA	931	8
chr10	12123470	12136270	+	DHTKD1	12800	2
chr8	25230074	25253235	+	DOCK5	23161	29
chr12	57927735	57928235	-	DCTN2	500	16
chr8	18725183	18730243	-	PSD3	5060	4
chr4	103446668	103459113	+	NFKB1	12445	1
chr4	148860975	148876525	+	ARHGAP10	15550	15
chr4	6925099	6925838	+	TBC1D14	739	3
chr5	170305100	170323119	+	RANBP17	18019	12
chr6	43565432	43568828	+	POLH	3396	8
chr1	149832329	149832725	-	HIST2H4B	396	6
chr17	28011580	28030080	-	SSH2	18500	10
chr19	47920060	47920607	-	MEIS3	547	16
chr1	215759837	215768813	+	KCTD3	8976	4
chr17	30310017	30315516	+	SUZ12	5499	11
chr15	76584771	76588078	-	ETFA	3307	10
chr20	35812582	35812776	+	RPN2	194	1
chr8	118830673	118849440	-	EXT1	18767	12
chr1	203680004	203691817	+	ATP2B4	11813	10
chrY	7209155	7239930	+	PRKY	30775	7
chr6	154762425	154771392	-	CNKSR3	8967	12
chr18	74561481	74563895	+	ZNF236	2414	4
chr1	92798947	92846430	+	RPAP2	47483	13
chr5	77385216	77425131	-	AP3B1	39915	16
chr19	46357432	46357765	-	SYMPK	333	10
chr2	175779785	175816930	-	CHN1	37145	7
chr1	151150476	151156969	-	VPS72	6493	2
chr2	61330987	61333797	+	KIAA1841	2810	12
chr1	6021853	6046387	-	NPHP4	24534	20
chr10	82266983	82269227	+	TSPAN14	2244	4
chr19	30476129	30477324	+	URI1	1195	17
chr11	128350085	128360471	-	ETS1	10386	11
chr7	134632258	134635265	+	CALD1	3007	12
chr15	67524151	67529158	-	AAGAB	5007	3
chr3	50145502	50145737	+	RBM5	235	8
chr7	72302181	72302378	+	SBDSP1	197	5
chr2	168986050	168997268	-	STK39	11218	4
chr11	46776437	46782334	-	CKAP5	5897	9
chr22	38083916	38084999	+	NOL12	1083	2
chr17	49294694	49302570	-	MBTD1	7876	2
chr2	160005652	160007067	+	TANC1	1415	9
chr5	109049220	109051965	+	MAN2A1	2745	10
chr3	127778944	127779504	+	SEC61A1	560	7
chr22	46134610	46136418	+	ATXN10	1808	8
chr12	124071293	124074996	+	TMED2	3703	8
chr12	121853961	121855714	+	RNF34	1753	5
chr5	153409048	153414527	-	FAM114A2	5479	12
chr3	63898263	63898901	+	ATXN7	638	11
chr6	136472297	136476896	+	PDE7B	4599	4
chr2	197157288	197172809	-	HECW2	15521	1
chr18	48581150	48593557	+	SMAD4	12407	4
chr1	12335881	12338095	+	VPS13D	2214	13
chr7	157013382	157041274	+	UBE3C	27892	27
chr17	46189392	46190763	+	SNX11	1371	1
chr11	73418464	73429763	-	RAB6A	11299	4
chr14	23282108	23282649	-	SLC7A7	541	1
chr1	16263657	16264501	+	SPEN	844	13
chr5	38991050	39021238	-	RICTOR	30188	17
chr5	176370335	176378578	-	UIMC1	8243	11
chr9	37424841	37426651	+	GRHPR	1810	7
chr16	31733946	31734674	+	ZNF720	728	13
chr10	16794537	16824083	-	RSU1	29546	11
chr15	73052747	73067438	-	ADPGK	14691	4
chr3	149563797	149639014	+	RNF13	75217	5
chr4	148860975	148887990	+	ARHGAP10	27015	2
chr7	35707043	35712888	-	HERPUD2	5845	9
chr3	119582265	119595355	-	GSK3B	13090	5
chr15	81166204	81201647	+	KIAA1199	35443	8
chr1	165859440	165860559	+	UCK2	1119	9
chr2	121036193	121047333	+	RALB	11140	9
chr17	80721840	80726442	+	TBCD	4602	7
chr15	67457232	67462942	+	SMAD3	5710	11
chr5	16779653	16783578	-	MYO10	3925	22
chr4	40936472	40947087	-	APBB2	10615	8
chr15	33149215	33194241	-	FMN1	45026	4
chr8	141828375	141900868	-	PTK2	72493	4
chr4	10099334	10100763	-	WDR1	1429	10
chr16	354303	364683	-	AXIN1	10380	8
chr3	185638891	185641772	-	TRA2B	2881	7
chr15	100211527	100215663	+	MEF2A	4136	2
chr20	35433137	35434360	-	SOGA1	1223	5
chr6	43501643	43516197	-	XPO5	14554	7
chr6	136990420	137019820	-	MAP3K5	29400	2
chr14	23395341	23396869	-	PRMT5	1528	14
chr17	3969740	3976050	-	ZZEF1	6310	4
chr20	34312491	34313077	-	RBM39	586	1
chr15	43120125	43132631	-	TTBK2	12506	9
chr4	37633006	37636745	-	RELL1	3739	3
chr4	184129105	184130178	+	WWC2	1073	9
chr2	171884848	171902872	-	TLK1	18024	6
chr10	51606987	51620382	-	TIMM23	13395	14
chr6	87925620	87928449	+	ZNF292	2829	1
chr5	175777615	175782752	-	KIAA1191	5137	8
chr3	50289828	50290616	+	GNAI2	788	6
chr6	34574331	34574681	-	C6orf106	350	11
chr17	7480373	7480805	+	EIF4A1	432	3
chr8	141856358	141874498	-	PTK2	18140	3
chr1	214564330	214571344	-	PTPN14	7014	13
chr7	140494107	140508795	-	BRAF	14688	12
chr3	56703727	56707753	-	FAM208A	4026	12
chr6	144858717	144864006	+	UTRN	5289	8
chr11	68571467	68575106	-	CPT1A	3639	1
chr1	16044387	16047883	+	PLEKHM2	3496	1
chr6	155108994	155116273	+	SCAF8	7279	1
chr21	37619814	37620866	+	DOPEY2	1052	11
chr5	14330886	14336836	+	TRIO	5950	13
chr5	138994281	139003046	+	UBE2D2	8765	2
chr18	51686134	51731527	-	MBD2	45393	14
chr9	140611077	140611634	+	EHMT1	557	12
chr6	42941740	42942776	-	PEX6	1036	7
chr13	20235837	20244503	+	MPHOSPH8	8666	11
chr2	211018218	211019335	-	KANSL1L	1117	8
chr7	26233194	26236101	-	HNRNPA2B1	2907	7
chr10	12123470	12143180	+	DHTKD1	19710	4
chr2	148730307	148739650	-	ORC4	9343	15
chr10	7839009	7844817	+	ATP5C1	5808	10
chr6	26204872	26205249	+	HIST1H4E	377	13
chr3	63884074	63938159	+	ATXN7	54085	13
chr22	32874967	32875262	+	FBXO7	295	1
chr18	39623696	39629569	+	PIK3C3	5873	11
chr4	95539154	95561601	+	PDLIM5	22447	1
chr13	42439871	42461497	-	VWA8	21626	12
chr16	74670243	74671868	-	RFWD3	1625	3
chr6	147527106	147560406	+	STXBP5	33300	9
chr7	140055467	140058585	-	SLC37A3	3118	7
chr19	14513408	14515374	+	CD97	1966	3
chr5	176468126	176477937	+	ZNF346	9811	1
chr7	33397466	33427756	+	BBS9	30290	9
chr7	65705311	65706257	+	TPST1	946	2
chr5	64466443	64492978	-	ADAMTS6	26535	10
chr11	77330650	77340944	-	CLNS1A	10294	13
chr5	179136873	179147561	+	CANX	10688	2
chr7	155473283	155473602	+	RBM33	319	4
chr19	4354945	4355170	+	MPND	225	11
chr9	137716445	137717750	+	COL5A1	1305	12
chr14	69861541	69865021	-	ERH	3480	2
chr20	36685933	36694658	+	RPRD1B	8725	6
chr15	80412669	80415142	+	ZFAND6	2473	9
chr7	139741443	139757834	-	PARP12	16391	6
chr2	53941520	53943880	-	ASB3	2360	3
chr2	26486247	26500028	+	HADHB	13781	16
chr8	122640953	122641580	-	HAS2	627	8
chr17	3717615	3719564	-	C17orf85	1949	6
chr11	14793482	14810788	+	PDE3B	17306	6
chr14	66028054	66028484	+	FUT8	430	10
chr17	35800605	35802753	+	TADA2A	2148	11
chr11	66288740	66291353	+	BBS1	2613	7
chr21	46548316	46554747	+	ADARB1	6431	1
chr19	34922765	34929671	+	UBA2	6906	10
chr3	157154579	157154852	+	PTX3	273	13
chr1	58992932	59004982	-	OMA1	12050	3
chr19	5641604	5641957	+	SAFB	353	3
chr3	33441680	33467233	-	UBP1	25553	5
chr7	44714009	44715748	+	OGDH	1739	6
chr1	154223516	154224129	+	UBAP2L	613	5
chr4	83799882	83802075	-	SEC31A	2193	3
chr15	72499068	72499618	-	PKM	550	12
chr5	134696186	134705832	-	H2AFY	9646	11
chr10	5827104	5842668	-	GDI2	15564	16
chr1	51001040	51061888	-	FAF1	60848	12
chr9	37126308	37126939	+	ZCCHC7	631	18
chr9	35657747	35658015	-	RMRP	268	10
chr11	118454523	118455359	+	ARCN1	836	2
chr8	62546241	62596747	-	ASPH	50506	12
chr3	152163070	152165562	+	MBNL1	2492	1
chr1	231079551	231097049	-	TTC13	17498	14
chr11	63426232	63426724	-	ATL3	492	3
chr5	14290824	14304701	+	TRIO	13877	5
chr3	128516785	128526514	+	RAB7A	9729	3
chr2	200173482	200193633	-	SATB2	20151	11
chr11	72695132	72700142	-	FCHSD2	5010	6
chr4	2492063	2498848	+	RNF4	6785	3
chr16	11214471	11220003	+	CLEC16A	5532	2
chr3	126445920	126452065	+	CHCHD6	6145	2
chr8	92982885	93017525	-	RUNX1T1	34640	1
chr1	204437997	204439014	-	PIK3C2B	1017	6
chr17	44143902	44172067	-	KANSL1	28165	16
chr2	170728745	170735084	+	UBR3	6339	1
chr16	14738130	14738466	+	BFAR	336	2
chr16	88675341	88677944	+	ZC3H18	2603	3
chr1	48821341	48825442	-	SPATA6	4101	2
chr19	45211132	45211459	+	CEACAM16	327	7
chr21	16386664	16415895	-	NRIP1	29231	9
chr3	179310431	179319578	-	MRPL47	9147	7
chr15	64066892	64067848	-	HERC1	956	1
chr14	104135847	104143860	+	KLC1	8013	7
chr1	5987708	6046387	-	NPHP4	58679	10
chr14	77930940	77932010	+	AHSA1	1070	3
